NAME,ADDRESS,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,TOT_EMPLOY,NAICS_DESC,EMPLOYEE/STUDENT RATIO,INCOME,POPULATION
Jolie Hair and Beauty Academy of Wilkes-Barre,125 N Wilkes Barre Blvd,PA,18702,private for profit,Luzerne,41.243358,-75.87378,45,133,178,17,Cosmetology and Barber Schools,10.470588235294118,"57,812","12,801,989"
Johnson College,3427 N Main Ave,PA,18508,private non-profit,Lackawanna,41.450409,-75.642476,9,443,452,72,Junior Colleges,6.277777777777778,"57,812","12,801,989"
Keystone College,One College Green,PA,18440,private non-profit,Wyoming,41.558969,-75.777456,286,1397,1683,463,"Colleges, Universities, and Professional Schools",3.634989200863931,"57,812","12,801,989"
Anthem Institute-Springfield,400 S. State Rd,PA,19064,private for profit,Delaware,39.938415,-75.353626,0,205,205,39,Other Technical and Trade Schools,5.256410256410256,"57,812","12,801,989"
King's College,133 N River St,PA,18711,private non-profit,Luzerne,41.248889,-75.878032,432,2042,2474,573,"Colleges, Universities, and Professional Schools",4.317626527050611,"57,812","12,801,989"
Lackawanna College,501 Vine St,PA,18509,private non-profit,Lackawanna,41.411521,-75.659319,426,1126,1552,376,Junior Colleges,4.127659574468085,"57,812","12,801,989"
Lafayette College,High St,PA,18042,private non-profit,Northampton,40.699513,-75.211342,50,2438,2488,852,"Colleges, Universities, and Professional Schools",2.92018779342723,"57,812","12,801,989"
Lancaster School of Cosmetology,50 Ranck Ave,PA,17602,private for profit,Lancaster,40.040746,-76.283649,126,29,155,18,Cosmetology and Barber Schools,8.61111111111111,"57,812","12,801,989"
Levittown Beauty Academy,Vermillion Square - 8919 New Falls Road,PA,19054,private for profit,Bucks,40.177232,-74.829013,28,58,86,10,Cosmetology and Barber Schools,8.6,"57,812","12,801,989"
Lincoln University of Pennsylvania,1570 Baltimore Pike,PA,19352,public,Chester,39.807725,-75.928273,223,1901,2124,451,"Colleges, Universities, and Professional Schools",4.709534368070954,"57,812","12,801,989"
St Margaret School of Nursing,"221 Seventh Street, Suite 100",PA,15238,private non-profit,Allegheny,40.491687,-79.863106,0,143,143,26,Other Technical and Trade Schools,5.5,"57,812","12,801,989"
Erie Business Center-New Castle,170 Cascade Galleria,PA,16101,private for profit,Lawrence,40.997882,-80.348206,9,54,63,11,Junior Colleges,5.727272727272728,"57,812","12,801,989"
Manor College,700 Fox Chase Rd,PA,19046,private non-profit,Montgomery,40.086409,-75.103749,214,716,930,364,Junior Colleges,2.5549450549450547,"57,812","12,801,989"
Mansfield University of Pennsylvania,Academy Street,PA,16933,public,Tioga,41.807946,-77.071527,529,2602,3131,464,"Colleges, Universities, and Professional Schools",6.747844827586207,"57,812","12,801,989"
Vet Tech Institute,125 Seventh St,PA,15222,private for profit,Allegheny,40.443961,-80.000297,0,339,339,28,Junior Colleges,12.107142857142858,"57,812","12,801,989"
Messiah College,One College Ave,PA,17055,private non-profit,Cumberland,40.15867,-76.988492,271,2746,3017,807,"Colleges, Universities, and Professional Schools",3.738537794299876,"57,812","12,801,989"
Metropolitan Career Center Computer Technology Institute,"100 South Broad Street, Suite 830",PA,19110,private non-profit,Philadelphia,39.950733,-75.164366,24,52,76,23,Junior Colleges,3.3043478260869565,"57,812","12,801,989"
Millersville University of Pennsylvania,"1 South George Street, Lyle Hall",PA,17551,public,Lancaster,39.995677,-76.352555,1419,6949,8368,1080,"Colleges, Universities, and Professional Schools",7.748148148148148,"57,812","12,801,989"
Saint Vincent Seminary,300 Fraser Purchase Rd,PA,15650,private non-profit,Westmoreland,40.293355,-79.400782,8,61,69,30,"Colleges, Universities, and Professional Schools",2.3,"57,812","12,801,989"
Schuylkill Technology Center,101 Technology Dr,PA,17931,public,Schuylkill,40.775735,-76.22938,1,98,99,41,Other Technical and Trade Schools,2.414634146341464,"57,812","12,801,989"
University of Scranton,800 Linden Street,PA,18510,private non-profit,Lackawanna,41.40715,-75.658031,967,4931,5898,1141,"Colleges, Universities, and Professional Schools",5.169149868536372,"57,812","12,801,989"
Seton Hill University,1 Seton Hill Dr,PA,15601,private non-profit,Westmoreland,40.308623,-79.556228,329,1755,2084,455,"Colleges, Universities, and Professional Schools",4.58021978021978,"57,812","12,801,989"
Heritage Valley Sewickley School of Nursing,"420 Rouser Road, Suite 101",PA,15108,private non-profit,Allegheny,40.501014,-80.211092,0,78,78,15,Other Technical and Trade Schools,5.2,"57,812","12,801,989"
University of Pittsburgh Medical Center-Shadyside School of Nursing,5230 Centre Ave,PA,15232,private non-profit,Allegheny,40.454415,-79.940831,95,223,318,60,Other Technical and Trade Schools,5.3,"57,812","12,801,989"
Laurel Technical Institute,200 Sterling Avenue,PA,16146,private for profit,Mercer,41.237928,-80.480681,14,279,293,55,Junior Colleges,5.327272727272727,"57,812","12,801,989"
Saint Charles Borromeo Seminary-Overbrook,100 East Wynnewood Road,PA,19096,private non-profit,Montgomery,39.99133,-75.255675,50,150,200,91,"Colleges, Universities, and Professional Schools",2.197802197802198,"57,812","12,801,989"
South Hills Beauty Academy Inc,3269 W Liberty Ave,PA,15216,private for profit,Allegheny,40.389299,-80.041725,63,43,106,14,Cosmetology and Barber Schools,7.571428571428571,"57,812","12,801,989"
Talmudical Yeshiva of Philadelphia,6063 Drexel Rd,PA,19131,private non-profit,Philadelphia,39.989483,-75.247987,0,121,121,14,"Colleges, Universities, and Professional Schools",8.642857142857142,"57,812","12,801,989"
Theological Seminary of the Reformed Episcopal Church,826 Second Avenue,PA,19422,private non-profit,Montgomery,40.168702,-75.289789,8,11,19,17,"Colleges, Universities, and Professional Schools",1.1176470588235294,"57,812","12,801,989"
Triangle Tech Inc-Greensburg,222 E Pittsburgh St Ste A,PA,15601,private for profit,Westmoreland,40.303124,-79.540082,0,164,164,33,Junior Colleges,4.96969696969697,"57,812","12,801,989"
Valley Forge Military College,1001 Eagle Rd,PA,19087,private non-profit,Delaware,40.053697,-75.382097,0,204,204,115,Junior Colleges,1.7739130434782608,"57,812","12,801,989"
Western Pennsylvania Hospital School of Nursing,4900 Friendship Ave,PA,15224,private non-profit,Allegheny,40.462132,-79.945111,0,71,71,21,Other Technical and Trade Schools,3.380952380952381,"57,812","12,801,989"
Sanford-Brown Institute-Pittsburgh,421 Seventh Avenue,PA,15219,private for profit,Allegheny,40.442822,-79.996164,178,620,798,61,Junior Colleges,13.081967213114757,"57,812","12,801,989"
Westmoreland County Community College,145 Pavilion Lane,PA,15697,public,Westmoreland,40.234321,-79.564897,2934,3160,6094,872,Junior Colleges,6.988532110091743,"57,812","12,801,989"
York College Pennsylvania,441 Country Club Rd,PA,17403,private non-profit,York,39.947576,-76.728668,800,4639,5439,933,"Colleges, Universities, and Professional Schools",5.829581993569132,"57,812","12,801,989"
YTI Career Institute-York,1405 Williams Road,PA,17402,private for profit,York,39.992432,-76.660321,0,1460,1460,242,Junior Colleges,6.033057851239669,"57,812","12,801,989"
Yorktowne Business Institute,W Seventh Ave,PA,17404,private for profit,York,39.978059,-76.734353,30,150,180,44,Junior Colleges,4.090909090909091,"57,812","12,801,989"
DCI Career Institute,366 Beaver Valley Mall,PA,15061,private for profit,Beaver,40.674255,-80.31401,0,84,84,21,Other Technical and Trade Schools,4.0,"57,812","12,801,989"
Central Susquehanna Intermediate Unit LPN Career,1339 Saint Mary Street Suite 2,PA,17837,public,Northumberland,40.873776,-76.783493,35,61,96,15,Other Technical and Trade Schools,6.4,"57,812","12,801,989"
Career Training Academy-Monroeville,4314 Old William Penn Highway,PA,15146,private for profit,Allegheny,40.442108,-79.775899,0,63,63,15,Junior Colleges,4.2,"57,812","12,801,989"
Lawrence County Career and Technical Center-Practical Nursing Program,750 Phelps Way,PA,16101,public,Lawrence,40.975899,-80.330956,0,50,50,9,Other Technical and Trade Schools,5.555555555555555,"57,812","12,801,989"
Wilkes-Barre Area Career and Technical Center Practical Nursing,350 Jumper Rd,PA,18705,public,Luzerne,41.262154,-75.810121,0,145,145,24,Other Technical and Trade Schools,6.041666666666667,"57,812","12,801,989"
University of Phoenix-Philadelphia Campus,1170 Devon Park Drive,PA,19087,private for profit,Montgomery,40.080009,-75.402944,0,686,686,170,"Colleges, Universities, and Professional Schools",4.035294117647059,"57,812","12,801,989"
University of Phoenix-Pittsburgh Campus,Penn Center W Bldg 6,PA,15276,private for profit,Allegheny,40.428485,-80.125516,0,80,80,65,"Colleges, Universities, and Professional Schools",1.2307692307692308,"57,812","12,801,989"
Star Career Academy-Philadelphia,2371 Welsh Road,PA,19114,private for profit,Philadelphia,40.073011,-75.032248,264,724,988,75,Other Technical and Trade Schools,13.173333333333334,"57,812","12,801,989"
Career Training Academy-Pittsburgh,1500 Shoppes at Northway,PA,15237,private for profit,Allegheny,40.550469,-80.02044,0,59,59,17,Junior Colleges,3.4705882352941178,"57,812","12,801,989"
Huntingdon County Career and Technology Center,Vo Tech Dr,PA,17060,public,Huntingdon,40.434249,-77.927438,0,35,35,30,Other Technical and Trade Schools,1.1666666666666667,"57,812","12,801,989"
Fortis Institute-Scranton,517 Ash Street,PA,18509,private for profit,Lackawanna,41.417104,-75.651683,32,332,364,61,Junior Colleges,5.967213114754099,"57,812","12,801,989"
ITT Technical Institute-Levittown,311 Veteran's Highway,PA,19056,private for profit,Bucks,40.116171,-74.960449,127,385,512,92,Junior Colleges,5.565217391304348,"57,812","12,801,989"
L T International Beauty School,830 North Broad Street,PA,19130,private for profit,Philadelphia,39.968826,-75.160368,0,50,50,22,Cosmetology and Barber Schools,2.272727272727273,"57,812","12,801,989"
Du Bois Business College-Huntingdon,Huntingdon Cnty Campus 1001 Moore Street,PA,16652,private for profit,Huntingdon,40.489917,-78.014601,8,56,64,11,Junior Colleges,5.818181818181818,"57,812","12,801,989"
Du Bois Business College-Oil City,Oil City Campus 701 East Third Street,PA,16301,private for profit,Venango,41.424358,-79.703491,6,43,49,9,Junior Colleges,5.444444444444445,"57,812","12,801,989"
YTI Career Institute-Altoona,2900 Fairway Dr,PA,16602,private for profit,Blair,40.482439,-78.396073,0,297,297,47,Junior Colleges,6.319148936170213,"57,812","12,801,989"
Eastern Center for Arts and Technology,3075 Terwood Rd,PA,19090,public,Montgomery,40.158437,-75.108649,76,76,152,8,Fine Arts Schools,19.0,"57,812","12,801,989"
Empire Beauty School-Center City Philadelphia,1522 Chestnut St,PA,19102,private for profit,Philadelphia,39.950932,-75.16608,127,269,396,30,Cosmetology and Barber Schools,13.2,"57,812","12,801,989"
Sanford-Brown Institute-Wilkins Township,"777 Penn Center Boulevard, Building 7",PA,15235,private for profit,Allegheny,40.425645,-79.811422,147,195,342,44,Junior Colleges,7.772727272727272,"57,812","12,801,989"
Empire Beauty School-Monroeville,The Plaza at 320 Mall Blvd,PA,15146,private for profit,Allegheny,40.434267,-79.785703,30,86,116,11,Cosmetology and Barber Schools,10.545454545454543,"57,812","12,801,989"
Mercer County Career Center,776 Greenville Rd,PA,16137,public,Mercer,41.250851,-80.248614,0,48,48,10,Other Technical and Trade Schools,4.8,"57,812","12,801,989"
ITT Technical Institute-Harrisburg,"449 Eisenhower Blvd, Suite 100",PA,17111,private for profit,Dauphin,40.251462,-76.814893,99,196,295,56,Junior Colleges,5.267857142857143,"57,812","12,801,989"
ITT Technical Institute-Tarentum,100 Pittsburgh Mills Circle,PA,15084,private for profit,Allegheny,40.431723,-79.79215,85,210,295,50,Junior Colleges,5.9,"57,812","12,801,989"
Clearfield County Career and Technology Center,1620 River Road,PA,16830,public,Clearfield,41.030572,-78.418679,11,49,60,9,Other Technical and Trade Schools,6.666666666666667,"57,812","12,801,989"
New Castle School of Beauty Culture,314 E Washington St,PA,16101,private for profit,Lawrence,40.999293,-80.34192,0,37,37,4,Cosmetology and Barber Schools,9.25,"57,812","12,801,989"
Delaware County Technical School-Practical Nursing Program,85 North Malin Road,PA,19008,public,Delaware,39.892818,-75.281305,0,72,72,18,Other Technical and Trade Schools,4.0,"57,812","12,801,989"
Central Pennsylvania Institute of Science and Technology,540 N Harrison Rd,PA,16823,public,Centre,40.882223,-77.740423,20,182,202,30,Other Technical and Trade Schools,6.733333333333333,"57,812","12,801,989"
ITT Technical Institute-Pittsburgh,Ten Parkway Ctr,PA,15220,private for profit,Allegheny,40.424016,-80.039888,100,210,310,52,Junior Colleges,5.961538461538462,"57,812","12,801,989"
Pennsylvania Highlands Community College,101 Community College Way,PA,15904,public,Cambria,40.26408,-78.837175,1946,1088,3034,213,Junior Colleges,14.244131455399062,"57,812","12,801,989"
Empire Beauty School-Hanover,"Clearview Shp Ctr., 1000 Carlisle St",PA,17331,private for profit,York,39.816991,-76.995039,36,91,127,9,Cosmetology and Barber Schools,14.11111111111111,"57,812","12,801,989"
Prism Career Institute-Philadelphia,8040 Roosevelt Boulevard,PA,19152,private for profit,Philadelphia,40.057804,-75.046375,0,231,231,41,Other Technical and Trade Schools,5.634146341463414,"57,812","12,801,989"
Wyo Tech-Blairsville,500 Innovation Drive,PA,15717,private for profit,Indiana,40.447002,-79.225116,0,1904,1904,160,Junior Colleges,11.9,"57,812","12,801,989"
Lincoln Technical Institute-Northeast Philadelphia,2180 Hornig Rd,PA,19116,private for profit,Philadelphia,40.111106,-74.996025,0,302,302,40,Junior Colleges,7.55,"57,812","12,801,989"
Lincoln Technical Institute-Center City Philadelphia,3600 Market St,PA,19104,private for profit,Philadelphia,39.955846,-75.194628,63,612,675,70,Junior Colleges,9.642857142857142,"57,812","12,801,989"
Won Institute of Graduate Studies,137 S Easton Rd,PA,19038,private non-profit,Montgomery,40.099259,-75.154419,9,60,69,58,"Colleges, Universities, and Professional Schools",1.1896551724137931,"57,812","12,801,989"
ITT Technical Institute-Plymouth Meeting,"220 W. Germantown Pike, Suite 100",PA,19462,private for profit,Montgomery,40.102223,-75.410407,139,206,345,64,Junior Colleges,5.390625,"57,812","12,801,989"
Lancaster General College of Nursing & Health Sciences,410 N Lime Street,PA,17602,private non-profit,Lancaster,40.044998,-76.303042,864,511,1375,165,Junior Colleges,8.333333333333334,"57,812","12,801,989"
York County School of Technology-Adult & Continuing Education,2179 S Queen St,PA,17402,public,York,39.929887,-76.685449,48,68,116,111,Other Technical and Trade Schools,1.045045045045045,"57,812","12,801,989"
Chester County Intermediate Unit,443 Boot Road,PA,19335,public,Chester,39.989907,-75.791978,0,105,105,15,Other Technical and Trade Schools,7.0,"57,812","12,801,989"
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,576 Vo-Tech Road,PA,15851,public,Jefferson,41.109573,-78.892532,0,32,32,9,Other Technical and Trade Schools,3.555555555555556,"57,812","12,801,989"
Mifflin-Juniata Career and Technology Center,700 Pitt St,PA,17044,public,Mifflin,40.605321,-77.554092,0,61,61,6,Other Technical and Trade Schools,10.166666666666666,"57,812","12,801,989"
Hanover Public School District Practical Nursing Program,403 Moul Ave,PA,17331,public,York,39.818349,-76.970029,0,42,42,9,Other Technical and Trade Schools,4.666666666666667,"57,812","12,801,989"
Lenape Technical School Practical Nursing Program,83 Glade Drive,PA,16201,public,Armstrong,40.815893,-79.564487,28,78,106,12,Other Technical and Trade Schools,8.833333333333334,"57,812","12,801,989"
Northern Tier Career Center,120 Career Center Lane,PA,18848,public,Bradford,41.801732,-76.48739,0,40,40,7,Other Technical and Trade Schools,5.714285714285714,"57,812","12,801,989"
Hazleton Area Career Center,1451 West 23rd Street,PA,18202,public,Luzerne,40.972979,-75.992611,0,30,30,5,Other Technical and Trade Schools,6.0,"57,812","12,801,989"
All-State Career School-Pittsburgh,1200 Lebanon Road,PA,15122,private for profit,Allegheny,40.396915,-79.828242,0,131,131,45,Other Technical and Trade Schools,2.911111111111111,"57,812","12,801,989"
Jna Institute of Culinary Arts,1212 S Broad St,PA,19146,private for profit,Philadelphia,39.935232,-75.167678,0,80,80,12,Junior Colleges,6.666666666666667,"57,812","12,801,989"
Crawford County Career and Technical Center Practical Nursing Program,860 Thurston Rd,PA,16335,public,Crawford,41.633675,-80.126167,0,30,30,5,Other Technical and Trade Schools,6.0,"57,812","12,801,989"
DeVry University-Pennsylvania,1140 Virginia Dr,PA,19034,private for profit,Montgomery,40.137049,-75.17869,1156,865,2021,390,"Colleges, Universities, and Professional Schools",5.182051282051282,"57,812","12,801,989"
Triangle Tech Inc-Sunbury,191 Performance Road,PA,17801,private for profit,Northumberland,40.855276,-76.765478,0,105,105,22,Junior Colleges,4.7727272727272725,"57,812","12,801,989"
Park Avenue School of Cosmetology,306 Main Ave S,MN,56470,private for profit,Hubbard,46.919636,-95.059663,0,27,27,6,Cosmetology and Barber Schools,4.5,"68,026","5,639,632"
Nova Academy of Cosmetology,1629 N Broadway Ste 7,MN,55906,private for profit,Olmsted,44.040162,-92.463848,11,77,88,14,Cosmetology and Barber Schools,6.285714285714286,"68,026","5,639,632"
ITT Technical Institute-Brooklyn Center,"6120 Earle Brown Drive, Suite 100",MN,55430,private for profit,Hennepin,45.066994,-93.301809,48,100,148,29,"Colleges, Universities, and Professional Schools",5.103448275862069,"68,026","5,639,632"
Minneapolis Media Institute,4100 W 76th Street,MN,55435,private for profit,Hennepin,44.866037,-93.33144,0,158,158,37,Junior Colleges,4.27027027027027,"68,026","5,639,632"
Brown College-Brooklyn Center,5951 Earle Brown Dr,MN,55430,private for profit,Hennepin,45.064911,-93.306035,106,94,200,39,"Colleges, Universities, and Professional Schools",5.128205128205129,"68,026","5,639,632"
Rochester School of Hair Design,4229 Highway 52 North,MN,55901,private for profit,Olmsted,44.067637,-92.504386,9,43,52,6,Cosmetology and Barber Schools,8.666666666666666,"68,026","5,639,632"
Strayer University-Minnesota,6465 Wayzata Blvd.,MN,55426,private for profit,Hennepin,44.969201,-93.361585,82,7,89,35,"Colleges, Universities, and Professional Schools",2.5428571428571427,"68,026","5,639,632"
National American University-Burnsville,501 West Traverlers Trail,MN,55337,private for profit,Dakota,44.773373,-93.28604,128,9,137,10,"Colleges, Universities, and Professional Schools",13.7,"68,026","5,639,632"
Minnesota School of Cosmetology-Plymouth Campus,1425 County Rd 101 N,MN,55447,private for profit,Hennepin,44.994408,-93.503223,0,92,92,19,Cosmetology and Barber Schools,4.842105263157895,"68,026","5,639,632"
Minnesota School of Business-Lakeville,17685 Juniper Path,MN,55044,private for profit,Dakota,44.691845,-93.28779,118,133,251,44,"Colleges, Universities, and Professional Schools",5.704545454545454,"68,026","5,639,632"
ITT Technical Institute-Eden Prairie,8911 Columbine Road,MN,55347,private for profit,Hennepin,44.840994,-93.442675,130,261,391,85,"Colleges, Universities, and Professional Schools",4.6,"68,026","5,639,632"
Regency Beauty Institute-Maplewood,3000 White Bear Avenue North,MN,55109,private for profit,Ramsey,45.032098,-93.016493,14,39,53,7,Cosmetology and Barber Schools,7.571428571428571,"68,026","5,639,632"
University of Phoenix-Minneapolis/St Paul Campus,435 Ford Rd,MN,55426,private for profit,Hennepin,44.975164,-93.404827,0,236,236,86,"Colleges, Universities, and Professional Schools",2.744186046511628,"68,026","5,639,632"
PCI Academy,4411 Winnetka Ave N,MN,55428,private for profit,Hennepin,45.035432,-93.382278,15,41,56,10,Cosmetology and Barber Schools,5.6,"68,026","5,639,632"
Everest Institute-Eagan,"1000 Blue Gentian Road, Suite 250",MN,55121,private for profit,Dakota,44.858767,-93.13969,0,373,373,56,Other Technical and Trade Schools,6.660714285714286,"68,026","5,639,632"
DeVry University-Minnesota,"7700 France Ave. S., Ste. 575",MN,55435,private for profit,Hennepin,44.977641,-93.401391,303,163,466,56,"Colleges, Universities, and Professional Schools",8.321428571428571,"68,026","5,639,632"
Le Cordon Bleu College of Culinary Arts-Minneapolis,1315 Mendota Heights Road,MN,55120,private for profit,Dakota,44.865985,-93.160095,0,868,868,53,Junior Colleges,16.37735849056604,"68,026","5,639,632"
Empire Beauty School-St Paul,1905 Suburban Ave,MN,55119,private for profit,Ramsey,44.950693,-93.019755,20,71,91,10,Cosmetology and Barber Schools,9.1,"68,026","5,639,632"
Empire Beauty School-Eden Prairie,964 Prairie Center Dr.,MN,55344,private for profit,Hennepin,44.865037,-93.441627,0,77,77,8,Cosmetology and Barber Schools,9.625,"68,026","5,639,632"
Minnesota School of Business-Blaine,3680 Pheasant Ridge Dr NE,MN,55449,private for profit,Anoka,45.160645,-93.168177,333,213,546,62,Junior Colleges,8.806451612903226,"68,026","5,639,632"
Institute of Production and Recording,"300 North 1st Ave, Suite 500",MN,55401,private for profit,Hennepin,44.984931,-93.272523,131,166,297,81,Junior Colleges,3.6666666666666665,"68,026","5,639,632"
Regency Beauty Institute-Ridgedale,"12993 Ridgedale Drive, Suite 103",MN,55305,private for profit,Hennepin,44.968179,-93.446076,17,45,62,7,Cosmetology and Barber Schools,8.857142857142858,"68,026","5,639,632"
Minnesota School of Business-Waite Park,1201 2nd Street South,MN,56387,private for profit,Stearns,45.55019,-94.23168,239,228,467,69,"Colleges, Universities, and Professional Schools",6.768115942028985,"68,026","5,639,632"
Minnesota School of Business-Shakopee,1200 Shakopee Town Square,MN,55379,private for profit,Scott,44.784296,-93.554173,133,83,216,31,"Colleges, Universities, and Professional Schools",6.967741935483871,"68,026","5,639,632"
American Academy of Acupuncture and Oriental Medicine,1925 W County Rd B-2,MN,55113,private for profit,Ramsey,45.015783,-93.181424,29,45,74,26,"Colleges, Universities, and Professional Schools",2.8461538461538463,"68,026","5,639,632"
Regency Beauty Institute-Duluth,5115 Burning Tree Road,MN,55811,private for profit,St. Louis,46.808572,-92.16839,0,49,49,6,Cosmetology and Barber Schools,8.166666666666666,"68,026","5,639,632"
Minnesota School of Business-Rochester,2521 Pennington Drive NW,MN,55901,private for profit,Olmsted,44.071382,-92.499491,129,213,342,65,"Colleges, Universities, and Professional Schools",5.2615384615384615,"68,026","5,639,632"
Northwestern College,3003 Snelling Ave N,MN,55113,private non-profit,Ramsey,45.037073,-93.16804,1226,2055,3281,576,"Colleges, Universities, and Professional Schools",5.696180555555555,"68,026","5,639,632"
Hastings Beauty School,221 Second Street East,MN,55033,private for profit,Dakota,44.744617,-92.850266,0,41,41,7,Cosmetology and Barber Schools,5.857142857142857,"68,026","5,639,632"
Empire Beauty School-Spring Lake Park,8205 University Ave,MN,55432,private for profit,Anoka,45.116629,-93.262399,39,114,153,16,Cosmetology and Barber Schools,9.5625,"68,026","5,639,632"
Anoka-Ramsey Community College,11200 Mississippi Blvd. NW,MN,55433,public,Anoka,45.172978,-93.351697,6069,3416,9485,515,Junior Colleges,18.41747572815534,"68,026","5,639,632"
Inver Hills Community College,2500 80th St E,MN,55076,public,Dakota,44.828598,-93.055275,3874,2139,6013,405,Junior Colleges,14.846913580246914,"68,026","5,639,632"
CenterPoint Massage and Shiatsu Therapy School and Clinic,5300 West 35th Street,MN,55416,private for profit,Hennepin,44.938805,-93.345154,48,61,109,36,Other Technical and Trade Schools,3.0277777777777777,"68,026","5,639,632"
Avalon School of Cosmetology,1428 N McMillan St,MN,56187,private for profit,Nobles,43.631832,-95.602491,0,30,30,2,Cosmetology and Barber Schools,15.0,"68,026","5,639,632"
Dunwoody College of Technology,818 Dunwoody Blvd,MN,55403,private non-profit,Hennepin,44.973081,-93.290069,247,881,1128,202,Junior Colleges,5.584158415841584,"68,026","5,639,632"
North Central University,910 Elliot Ave,MN,55404,private non-profit,Hennepin,44.969389,-93.261429,215,1094,1309,252,"Colleges, Universities, and Professional Schools",5.194444444444445,"68,026","5,639,632"
Augsburg College,2211 Riverside Ave,MN,55454,private non-profit,Hennepin,44.965636,-93.241418,956,2862,3818,536,"Colleges, Universities, and Professional Schools",7.123134328358209,"68,026","5,639,632"
Minneapolis College of Art and Design,2501 Stevens Ave,MN,55404,private non-profit,Hennepin,44.956988,-93.274694,44,645,689,244,"Colleges, Universities, and Professional Schools",2.8237704918032787,"68,026","5,639,632"
Normandale Community College,9700 France Ave S,MN,55431,public,Hennepin,44.829706,-93.331677,5608,4293,9901,613,Junior Colleges,16.151712887438826,"68,026","5,639,632"
Metropolitan State University,700 E Seventh St,MN,55106,public,Ramsey,44.957267,-93.074308,5518,2993,8511,984,"Colleges, Universities, and Professional Schools",8.649390243902438,"68,026","5,639,632"
William Mitchell College of Law,875 Summit Ave,MN,55105,private non-profit,Ramsey,44.942092,-93.137709,303,624,927,410,"Colleges, Universities, and Professional Schools",2.2609756097560973,"68,026","5,639,632"
Macalester College,1600 Grand Ave,MN,55105,private non-profit,Ramsey,44.936632,-93.169151,35,2035,2070,648,"Colleges, Universities, and Professional Schools",3.1944444444444446,"68,026","5,639,632"
St Olaf College,1520 St Olaf Ave,MN,55057,private non-profit,Rice,44.461956,-93.183318,48,3128,3176,836,"Colleges, Universities, and Professional Schools",3.799043062200957,"68,026","5,639,632"
Minnesota School of Business-Elk River,11500 193rd Ave NW,MN,55330,private for profit,Sherburne,45.320025,-93.560521,221,152,373,27,Junior Colleges,13.814814814814817,"68,026","5,639,632"
Globe University-Minneapolis,"IDS Center Ste 51, 80 South 8th St",MN,55402,private for profit,Hennepin,44.975998,-93.272269,134,119,253,45,Junior Colleges,5.622222222222222,"68,026","5,639,632"
Minnesota School of Business-Moorhead,2777 34th Street South,MN,56560,private for profit,Clay,46.848594,-96.72303,103,119,222,42,"Colleges, Universities, and Professional Schools",5.285714285714286,"68,026","5,639,632"
Riverland Community College,1900 8th Ave NW,MN,55912,public,Mower,43.676778,-93.001055,1778,1467,3245,310,Junior Colleges,10.46774193548387,"68,026","5,639,632"
Mayo Medical School,200 1st St SW,MN,55905,private non-profit,Olmsted,44.021995,-92.466184,0,186,186,325,"Colleges, Universities, and Professional Schools",0.5723076923076923,"68,026","5,639,632"
Mayo Graduate School,200 1st St SW,MN,55905,private non-profit,Olmsted,44.022798,-92.466545,99,189,288,382,"Colleges, Universities, and Professional Schools",0.7539267015706806,"68,026","5,639,632"
Rochester Community and Technical College,851 30th Ave SE,MN,55904,public,Olmsted,44.013916,-92.422719,3326,2969,6295,518,Junior Colleges,12.152509652509652,"68,026","5,639,632"
Pine Technical College,900 4th St SE,MN,55063,public,Pine,45.818682,-92.968272,693,327,1020,133,Junior Colleges,7.669172932330827,"68,026","5,639,632"
University of Minnesota-Crookston,2900 University Ave,MN,56716,public,Polk,47.802007,-96.609837,1371,1393,2764,274,"Colleges, Universities, and Professional Schools",10.087591240875913,"68,026","5,639,632"
Minneapolis Business College,1711 W County Rd B,MN,55113,private for profit,Ramsey,45.006831,-93.173041,0,220,220,44,Junior Colleges,5.0,"68,026","5,639,632"
Luther Seminary,2481 Como Ave,MN,55108,private non-profit,Ramsey,44.984689,-93.196511,356,408,764,163,"Colleges, Universities, and Professional Schools",4.6871165644171775,"68,026","5,639,632"
St Catherine University,2004 Randolph Ave,MN,55105,private non-profit,Ramsey,44.925077,-93.182235,1675,3400,5075,934,"Colleges, Universities, and Professional Schools",5.433618843683084,"68,026","5,639,632"
College of Visual Arts,344 Summit Ave,MN,55102,private non-profit,Ramsey,44.94335,-93.113662,5,183,188,77,"Colleges, Universities, and Professional Schools",2.441558441558441,"68,026","5,639,632"
Saint Paul College-A Community and Technical College,235 Marshall Ave,MN,55102,public,Ramsey,44.9492,-93.109664,4065,2682,6747,424,Junior Colleges,15.912735849056604,"68,026","5,639,632"
College of Saint Benedict,37 S. College Ave.,MN,56374,private non-profit,Stearns,45.558609,-94.31902,33,2037,2070,536,"Colleges, Universities, and Professional Schools",3.861940298507463,"68,026","5,639,632"
Rasmussen College-Minnesota,226 Park Avenue South,MN,56301,private for profit,Stearns,45.547541,-94.206316,971,4333,5304,881,Junior Colleges,6.020431328036322,"68,026","5,639,632"
Model College of Hair Design,201 Eighth Ave S,MN,56301,private for profit,Stearns,45.557691,-94.159367,0,131,131,13,Cosmetology and Barber Schools,10.076923076923077,"68,026","5,639,632"
