NAME,School Type,Starting Median Salary,Mid-Career Median Salary,Mid-Career 10th Percentile Salary,Mid-Career 25th Percentile Salary,Mid-Career 75th Percentile Salary,Mid-Career 90th Percentile Salary,ADDRESS,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,TOT_EMPLOY,NAICS_DESC,EMPLOYEE/STUDENT RATIO,INCOME
University of Missouri-Columbia,State,"$41,700.00","$81,000.00","$43,500.00","$57,100.00","$111,000.00","$156,000.00",105 Jesse Hall,MO,65211,public,Boone,38.941015,-92.326429,4400,30304,34704,16631,"Colleges, Universities, and Professional Schools",2.0867055498767364,"57,946"
University of Nebraska,State,"$45,700.00","$80,900.00","$42,200.00","$56,600.00","$113,000.00","$156,000.00",6001 Dodge St,NE,68182,public,Douglas,41.257946,-96.009741,4857,9929,14786,1873,"Colleges, Universities, and Professional Schools",7.89428723972237,"58,705"
University of Texas at Arlington,State,"$45,400.00","$80,800.00","$46,400.00","$61,200.00","$106,000.00","$138,000.00",701 S. Nedderman Dr.,TX,76013,public,Tarrant,32.729194,-97.115173,13922,19313,33235,4623,"Colleges, Universities, and Professional Schools",7.189054726368159,"55,205"
Northern Illinois University,State,"$43,600.00","$80,800.00","$43,900.00","$60,200.00","$111,000.00","$161,000.00",1425 W. Lincoln Hwy.,IL,60115,public,DeKalb,41.933791,-88.766065,5155,16714,21869,3796,"Colleges, Universities, and Professional Schools",5.761064278187566,"57,696"
Oklahoma State University,State,"$42,800.00","$80,700.00","$40,100.00","$56,500.00","$114,000.00","$151,000.00",107 Whitehurst,OK,74078,public,Payne,36.123085,-97.069743,5730,19596,25326,5983,"Colleges, Universities, and Professional Schools",4.232993481531005,"47,165"
University of North Dakota,State,"$44,000.00","$80,600.00","$43,400.00","$56,400.00","$111,000.00","$157,000.00","264 Centennial Drive, Stop 8193",ND,58202,public,Grand Forks,47.921654,-97.071738,3868,11382,15250,2817,"Colleges, Universities, and Professional Schools",5.413560525381612,"59,108"
California State University-Northridge,State,"$45,500.00","$80,400.00","$44,500.00","$57,800.00","$108,000.00","$153,000.00",18111 Nordhoff St,CA,91330,public,Los Angeles,34.240041,-118.529286,8261,27903,36164,3429,"Colleges, Universities, and Professional Schools",10.546515018955963,"62,096"
University of Houston,State,"$46,000.00","$79,900.00","$42,000.00","$56,200.00","$106,000.00","$141,000.00",212 E. Cullen Building,TX,77204,public,Harris,29.719988,-95.344851,11565,29182,40747,5020,"Colleges, Universities, and Professional Schools",8.116932270916335,"55,205"
New Mexico State University,State,"$44,300.00","$79,500.00","$37,400.00","$53,800.00","$102,000.00","$131,000.00",2850 Weddell Street,NM,88003,public,Do̱a Ana,32.282875,-106.747841,4245,13406,17651,3666,"Colleges, Universities, and Professional Schools",4.814784506273868,"45,929"
Lamar University,State,"$46,500.00","$79,400.00","$38,700.00","$51,600.00","$114,000.00","$158,000.00",4400 MLK Blvd,TX,77705,public,Jefferson,30.044274,-94.073389,6590,7698,14288,1302,"Colleges, Universities, and Professional Schools",10.97388632872504,"55,205"
Mississippi State University,State,"$44,500.00","$79,300.00","$43,300.00","$58,800.00","$108,000.00","$151,000.00",Lee Boulevard,MS,39762,public,Oktibbeha,33.451697,-88.790826,3355,17010,20365,4852,"Colleges, Universities, and Professional Schools",4.197238252267106,"37,800"
Colorado State University,State,"$44,800.00","$79,000.00","$43,800.00","$57,100.00","$112,000.00","$150,000.00",8000 East Maplewood Avenue,CO,80111,public,Arapahoe,39.604448,-104.896629,2700,1567,4267,355,"Colleges, Universities, and Professional Schools",12.019718309859154,"63,803"
Kansas State University,State,"$43,300.00","$79,000.00","$37,200.00","$54,100.00","$106,000.00","$138,000.00",Anderson Hall,KS,66506,public,Riley,39.188616,-96.581077,4103,20275,24378,5030,"Colleges, Universities, and Professional Schools",4.846520874751491,"54,185"
University of Wyoming,State,"$44,500.00","$78,700.00","$41,500.00","$54,000.00","$105,000.00","$145,000.00",Corner of Ninth and Ivinson,WY,82071,public,Albany,41.311943,-105.57204,3006,9850,12856,3065,"Colleges, Universities, and Professional Schools",4.194453507340946,"58,340"
Utah State University,State,"$43,800.00","$78,700.00","$41,600.00","$55,400.00","$101,000.00","$132,000.00",Old Main Hill,UT,84322,public,Cache,41.740748,-111.81391,12220,16566,28786,3175,"Colleges, Universities, and Professional Schools",9.066456692913386,"64,857"
University of Wisconsin-Platteville,State,"$45,800.00","$78,500.00","$48,400.00","$61,200.00","$100,000.00","$139,000.00",1 University Plz,WI,53818,public,Grant,42.73423,-90.48792,1469,7152,8621,935,"Colleges, Universities, and Professional Schools",9.220320855614974,"56,786"
University of Oregon,State,"$42,200.00","$78,400.00","$38,100.00","$56,200.00","$117,000.00","$186,000.00",110 Johnson Hall,OR,97403,public,Lane,44.044515,-123.07398,2488,22056,24544,4713,"Colleges, Universities, and Professional Schools",5.207723318480798,"59,888"
University of Kentucky,State,"$42,800.00","$78,300.00","$43,000.00","$57,300.00","$107,000.00","$149,000.00",South Limestone,KY,40506,public,Fayette,38.028761,-84.502517,2967,25073,28040,11302,"Colleges, Universities, and Professional Schools",2.4809768182622545,"42,611"
University of Massachusetts-Boston,State,"$45,600.00","$78,200.00","$36,300.00","$53,800.00","$109,000.00","$151,000.00",100 Morrissey Boulevard,MA,2125,public,Suffolk,42.314541,-71.038653,6206,9668,15874,2814,"Colleges, Universities, and Professional Schools",5.641080312722104,"65,542"
University of Maryland Baltimore County,State,"$47,000.00","$77,800.00","$46,900.00","$59,100.00","$105,000.00","$130,000.00",620 West Lexington St,MD,21201,public,Baltimore,39.288114,-76.624319,1265,5103,6368,7298,"Colleges, Universities, and Professional Schools",0.8725678268018635,"74,923"
North Dakota State University,State,"$45,100.00","$77,800.00","$39,000.00","$55,800.00","$100,000.00","$123,000.00",1301  12th Avenue North,ND,58108,public,Cass,46.894523,-96.805689,2710,11733,14443,2563,"Colleges, Universities, and Professional Schools",5.635193133047211,"59,108"
SUNY College at Oswego,State,"$38,000.00","$77,800.00","$40,400.00","$53,000.00","$115,000.00","$169,000.00",7060 State Route 104,NY,13126,public,Oswego,43.45377,-76.543885,774,7143,7917,1319,"Colleges, Universities, and Professional Schools",6.002274450341168,"56,189"
University of Massachusetts-Dartmouth,State,"$43,200.00","$77,700.00","$43,300.00","$56,200.00","$107,000.00","$132,000.00",285 Old Westport Rd,MA,2747,public,Bristol,41.628999,-71.006837,1984,7227,9211,1505,"Colleges, Universities, and Professional Schools",6.120265780730897,"65,542"
Montana State University,State,"$46,600.00","$77,500.00","$40,200.00","$58,100.00","$111,000.00","$151,000.00",Montana State University,MT,59717,public,Gallatin,45.666829,-111.049918,3227,10994,14221,3054,"Colleges, Universities, and Professional Schools",4.656516044531761,"51,278"
SUNY College at Oneonta,State,"$37,500.00","$76,700.00","$40,000.00","$54,300.00","$97,700.00","$155,000.00",Ravine Parkway,NY,13820,public,Otsego,42.466555,-75.064186,222,5848,6070,1126,"Colleges, Universities, and Professional Schools",5.390763765541741,"56,189"
University of Louisiana at Lafayette,State,"$41,100.00","$76,300.00","$42,000.00","$54,500.00","$107,000.00","$163,000.00",104 University Circle,LA,70503,public,Lafayette,30.215283,-92.01941,3267,13420,16687,1998,"Colleges, Universities, and Professional Schools",8.351851851851851,"44,189"
SUNY College at Plattsburgh,State,"$40,800.00","$76,200.00","$38,400.00","$54,100.00","$105,000.00","$136,000.00",101 Broad Street,NY,12901,public,Clinton,44.693088,-73.466657,553,5614,6167,1070,"Colleges, Universities, and Professional Schools",5.763551401869159,"56,189"
Wayne State University,State,"$42,800.00","$76,100.00","$40,100.00","$56,200.00","$101,000.00","$139,000.00",656 West Kirby Street,MI,48202,public,Wayne,42.35861,-83.072864,10624,18314,28938,6892,"Colleges, Universities, and Professional Schools",4.198781195589088,"53,134"
University of Toledo,State,"$43,100.00","$75,900.00","$40,100.00","$54,100.00","$100,000.00","$133,000.00",2801 W Bancroft,OH,43606,public,Lucas,41.657246,-83.615936,4801,16699,21500,3800,"Colleges, Universities, and Professional Schools",5.657894736842105,"51,501"
Florida International University,State,"$43,200.00","$75,500.00","$40,500.00","$55,800.00","$98,200.00","$136,000.00",11200 S. W. 8 Street,FL,33199,public,Miami-Dade,25.757111,-80.377591,15149,29531,44680,5120,"Colleges, Universities, and Professional Schools",8.7265625,"47,509"
University of Wisconsin-Whitewater,State,"$40,800.00","$75,500.00","$38,200.00","$53,500.00","$99,300.00","$150,000.00",800 W Main St,WI,53190,public,Walworth,42.835563,-88.742368,1515,10519,12034,1168,"Colleges, Universities, and Professional Schools",10.303082191780822,"56,786"
Western Washington University,State,"$42,700.00","$75,400.00","$41,300.00","$56,700.00","$99,200.00","$119,000.00",516 High Street,WA,98225,public,Whatcom,48.737379,-122.485016,1440,13393,14833,1931,"Colleges, Universities, and Professional Schools",7.681512169860176,"63,190"
Minnesota State University-Mankato,State,"$43,300.00","$74,700.00","$39,500.00","$53,800.00","$95,700.00","$140,000.00",South Rd and Ellis Ave,MN,56001,public,Blue Earth,44.147253,-93.998494,3296,12117,15413,1615,"Colleges, Universities, and Professional Schools",9.543653250773994,"68,026"
University of Wisconsin-Milwaukee,State,"$42,300.00","$74,600.00","$40,600.00","$54,000.00","$93,700.00","$123,000.00",2200 E Kenwood Blvd,WI,53201,public,Milwaukee,43.076848,-87.880488,6472,22594,29066,3818,"Colleges, Universities, and Professional Schools",7.612886327920378,"56,786"
University of Arkansas at Monticello,State,"$39,200.00","$74,500.00","$32,800.00","$46,100.00","$110,000.00","$161,000.00",Highway 425 South,AR,71656,public,Drew,33.589788,-91.812971,1302,2643,3945,459,"Colleges, Universities, and Professional Schools",8.594771241830065,"43,886"
Pennsylvania State University-Penn State Harrisburg,State,"$45,700.00","$74,000.00","$44,000.00","$53,100.00","$104,000.00","$150,000.00",777 W Harrisburg Pike,PA,17057,public,Dauphin,40.205234,-76.741961,1386,2883,4269,681,"Colleges, Universities, and Professional Schools",6.2687224669603525,"57,812"
University of North Carolina at Charlotte,State,"$43,100.00","$74,000.00","$38,200.00","$53,200.00","$99,500.00","$133,000.00",9201 University City Blvd,NC,28223,public,Mecklenburg,35.306834,-80.73579,6218,20014,26232,3697,"Colleges, Universities, and Professional Schools",7.095482823911279,"48,818"
Georgia State University,State,"$41,800.00","$74,000.00","$43,000.00","$55,300.00","$99,900.00","$145,000.00",33 gilmer st,GA,30303,public,Fulton,33.7527,-84.38667,8365,23026,31391,4302,"Colleges, Universities, and Professional Schools",7.296838679683868,"50,190"
Western Michigan University,State,"$42,300.00","$73,800.00","$40,100.00","$52,500.00","$103,000.00","$135,000.00",1903 West Michigan Avenue,MI,49008,public,Kalamazoo,42.280799,-85.613482,7132,17466,24598,3339,"Colleges, Universities, and Professional Schools",7.366876310272537,"53,134"
South Dakota State University,State,"$41,100.00","$73,500.00","$34,100.00","$49,900.00","$99,400.00","$129,000.00",Administration Lane,SD,57007,public,Brookings,44.31942,-96.783415,3568,9015,12583,2058,"Colleges, Universities, and Professional Schools",6.11418853255588,"54,090"
Idaho State University,State,"$44,900.00","$73,400.00","$35,400.00","$49,600.00","$101,000.00","$143,000.00",921 S 8th Ave,ID,83209,public,Bannock,42.864108,-112.429084,3589,8662,12251,2000,"Colleges, Universities, and Professional Schools",6.1255,"52,562"
Illinois State University,State,"$42,000.00","$73,400.00","$39,100.00","$55,200.00","$105,000.00","$142,000.00",North and School Streets,IL,61790,public,McLean,40.509724,-88.99234,2376,18252,20628,3563,"Colleges, Universities, and Professional Schools",5.7895032276171765,"57,696"
Cleveland State University,State,"$43,500.00","$73,100.00","$39,500.00","$51,600.00","$97,000.00","$137,000.00",2121 Euclid Avenue,OH,44115,public,Cuyahoga,41.502281,-81.674355,7059,10466,17525,2178,"Colleges, Universities, and Professional Schools",8.046372819100092,"51,501"
University of Alaska Anchorage,State,"$45,900.00","$72,600.00","$39,800.00","$56,600.00","$99,300.00","$137,000.00",3211 Providence Drive,AK,99508,public,Anchorage,61.189554,-149.826135,9381,8116,17497,3460,"Colleges, Universities, and Professional Schools",5.056936416184971,"71,409"
Fitchburg State University,State,"$42,400.00","$72,600.00","$43,300.00","$56,100.00","$99,600.00","$151,000.00",160 Pearl St,MA,1420,public,Worcester,42.589345,-71.789354,3025,3439,6464,811,"Colleges, Universities, and Professional Schools",7.970406905055487,"65,542"
Southern Illinois University Carbondale,State,"$43,000.00","$72,500.00","$38,300.00","$51,300.00","$99,300.00","$139,000.00",Lincoln Drive,IL,62901,public,Jackson,37.717389,-89.221214,3778,14419,18197,5156,"Colleges, Universities, and Professional Schools",3.529286268425136,"57,696"
University of Texas at El Paso,State,"$43,400.00","$72,100.00","$37,700.00","$50,400.00","$99,500.00","$133,000.00",500 W. University Ave,TX,79968,public,El Paso,31.771697,-106.50356,8630,14119,22749,2819,"Colleges, Universities, and Professional Schools",8.069882937211776,"55,205"
California State University-Dominguez Hills,State,"$42,700.00","$72,100.00","$30,800.00","$47,000.00","$92,200.00","$132,000.00",1000 E Victoria St,CA,90747,public,Los Angeles,33.865282,-118.258948,5036,8897,13933,1290,"Colleges, Universities, and Professional Schools",10.800775193798447,"62,096"
University of Maine,State,"$41,200.00","$72,100.00","$41,700.00","$55,600.00","$99,300.00","$141,000.00",168 College Avenue,ME,4469,public,Penobscot,44.899257,-68.669332,2349,8545,10894,2782,"Colleges, Universities, and Professional Schools",3.9158878504672896,"51,263"
Eastern Michigan University,State,"$40,300.00","$72,100.00","$37,900.00","$52,800.00","$95,400.00","$135,000.00",202 Welch Hall,MI,48197,public,Washtenaw,42.250277,-83.625156,9318,14155,23473,2465,"Colleges, Universities, and Professional Schools",9.522515212981745,"53,134"
Bowling Green State University,State,"$39,800.00","$72,100.00","$38,200.00","$51,800.00","$101,000.00","$146,000.00",220 McFall Ctr,OH,43403,public,Wood,41.377036,-83.637531,2208,15078,17286,2522,"Colleges, Universities, and Professional Schools",6.854084060269627,"51,501"
University of Montana,State,"$37,300.00","$71,900.00","$37,000.00","$51,500.00","$96,400.00","$138,000.00","Missoula, Montana",MT,59812,public,Missoula,46.861074,-113.98294,3800,11146,14946,2561,"Colleges, Universities, and Professional Schools",5.836001561889887,"51,278"
University of Central Florida,State,"$42,600.00","$71,700.00","$39,500.00","$51,500.00","$98,400.00","$125,000.00",4000 Central Florida Blvd,FL,32816,public,Orange,28.602159,-81.200889,18721,41046,59767,5602,"Colleges, Universities, and Professional Schools",10.668868261335238,"47,509"
University of South Carolina,State,"$40,000.00","$71,700.00","$36,300.00","$49,900.00","$98,400.00","$131,000.00",309 East Academy St,SC,29379,public,Union,34.71602,-81.619767,220,254,474,68,Junior Colleges,6.970588235294118,"45,670"
University of Nevada-Las Vegas,State,"$45,200.00","$71,600.00","$39,000.00","$52,400.00","$100,000.00","$128,000.00",4505 S Maryland Pky,NV,89154,public,Clark,36.106994,-115.141153,9214,18175,27389,3753,"Colleges, Universities, and Professional Schools",7.297895017319478,"50,970"
St. Cloud State University,State,"$41,800.00","$71,400.00","$38,700.00","$49,400.00","$101,000.00","$126,000.00",720 Fourth Ave. South,MN,56301,public,Stearns,45.553227,-94.152657,5374,11083,16457,1591,"Colleges, Universities, and Professional Schools",10.343808925204272,"68,026"
University of Wisconsin-Parkside,State,"$40,700.00","$71,400.00","$40,900.00","$53,100.00","$84,900.00","$119,000.00",900 Wood Rd,WI,53141,public,Kenosha,42.646074,-87.855407,1466,3299,4765,577,"Colleges, Universities, and Professional Schools",8.258232235701906,"56,786"
California State University-Stanislaus,State,"$38,000.00","$71,400.00","$33,700.00","$50,500.00","$94,100.00","$121,000.00",One University Circle,CA,95382,public,Stanislaus,37.52577,-120.852511,1845,7038,8883,916,"Colleges, Universities, and Professional Schools",9.697598253275109,"62,096"
Humboldt State University,State,"$42,600.00","$71,300.00","$36,000.00","$56,300.00","$94,400.00","$117,000.00",1 Harpst Street,CA,95521,public,Humboldt,40.875452,-124.077255,696,7420,8116,1206,"Colleges, Universities, and Professional Schools",6.729684908789387,"62,096"
Florida Atlantic University,State,"$42,600.00","$71,100.00","$40,700.00","$53,000.00","$99,500.00","$137,000.00",777 Glades Rd,FL,33431,public,Palm Beach,26.372421,-80.102978,12555,17483,30038,3133,"Colleges, Universities, and Professional Schools",9.587615703798276,"47,509"
University of South Florida,State,"$41,100.00","$71,100.00","$39,600.00","$51,500.00","$98,100.00","$131,000.00",4202 East Fowler Ave,FL,33620,public,Hillsborough,28.056647,-82.415876,12593,29654,42247,6801,"Colleges, Universities, and Professional Schools",6.211880605793266,"47,509"
Portland State University,State,"$42,600.00","$70,900.00","$40,700.00","$52,300.00","$94,400.00","$123,000.00",724 SW Harrison,OR,97201,public,Multnomah,45.511698,-122.684197,10995,17132,28127,3180,"Colleges, Universities, and Professional Schools",8.84496855345912,"59,888"
Eastern Washington University,State,"$38,600.00","$70,900.00","$36,000.00","$50,500.00","$93,100.00","$117,000.00",526 5th Street,WA,99004,public,Spokane,47.491293,-117.589371,2168,10419,12587,1511,"Colleges, Universities, and Professional Schools",8.330244870946393,"63,190"
